Title,Category,Description,Unit,Contact,Owner,Website,Affiliation,Status,Fee
SketchUp Pro,"[""Processing; Analysis""]","Providing Geographical information systems (GIS) and mapping tools for students such as SimplyAnalysitcs, Policy Map, Social Explorer, ArcGIS Desktop Licenses, Google Earth Pro, SketchUp Pro, Rhino Terrain.",Frances Loeb Library,Bruce Boucek; bboucek@gsd.harvard.edu,Bruce Boucek,https://guides.library.harvard.edu/gsd/gis/software,"[""GSD""]","[""Graduate Students""]",No cost
Social Explorer,"[""Processing; Analysis""]","Providing Geographical information systems (GIS) and mapping tools for students such as SimplyAnalysitcs, Policy Map, Social Explorer, ArcGIS Desktop Licenses, Google Earth Pro, SketchUp Pro, Rhino Terrain.",Frances Loeb Library,Bruce Boucek; bboucek@gsd.harvard.edu,Bruce Boucek,https://guides.library.harvard.edu/gsd/gis/software,"[""GSD""]","[""Graduate Students""]",No cost
Social Explorer,"[""Processing; Analysis""]","Access to, and support for Social Explorer: a tool that allows anyone using the WEB to create thematic maps (data maps) using several hundred variables provided by the 2000 Census, plus a limited selection provided by earlier censuses.Contact Keely Wilczek for access details",Harvard Kennedy School Library,library_research@hks.harvard.edu,Keely Wilczek,https://guides.library.harvard.edu/hks/data_resources,"[""HKS""]","[""Faculty; Graduate Students""]",No cost
Social Explorer,"[""Processing; Analysis""]",The Harvard Library subscribes to many different online cartographic data exploration platforms. Librarians from the Map Collection can help you determine which application contains the right data and tools for your research needs.,Harvard Map Collection,maps@harvard.edu,Scott Walker,https://guides.library.harvard.edu/gsd/gis/software,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",No cost
Stata,"[""Processing; Analysis""]","Access to and support for Stata: a statistical software program used for data management, statistical analysis, graphics, simulations, regression, and custom programming.",Harvard Kennedy School Library,library_research@hks.harvard.edu,Keely Wilczek,https://guides.library.harvard.edu/hks/data_resources,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Graduate Students""]",No cost
Statistical Data Analysis,"[""Analysis""]","Research design and general statistical services and consultation for faculty research projects including but not limited to statistical analysis of data, from identifying testable hypotheses, research design, consulting on validity and reliability",Harvard Law School Library,"Arevik Avedian, aavedian@law.harvard.edu",Empirical Research Services,https://hls.harvard.edu/library/empirical-research-services/,"[""HLS""]","[""Faculty""]",No cost
Statistical Data Analysis Support,"[""Processing; Analysis""]","Research design and general statistical consultation for research projects including but not limited to statistical analysis of data, from identifying testable hypotheses, research design, consulting on validity and reliability. We provide support for Stata, SPSS, NVivo, Mathematica, Matlab, Excel and other general commercially available software.",Frances Loeb Library,Bruce Boucek; bboucek@gsd.harvard.edu,Bruce Boucek,,"[""GSD""]","[""Faculty; Staff; Graduate Students""]",No cost
Tableau,"[""Visualization""]",Access to Tableau.,Harvard Kennedy School Library,library_research@hks.harvard.edu,Keely Wilczek,https://guides.library.harvard.edu/hks/data_resources,"[""HKS""]","[""Faculty; Graduate Students""]",No cost
Text Analysis Support,"[""Processing; Analysis""]","We offer consultations and guidance on text analysis methods and software, including options for acquiring texts and accessing licensed text corpora through the library.","Harvard College Library, Services for Academic Programs (SAP)",Hugh Truslow; truslow@fas.harvard.edu,Hugh Truslow,https://guides.library.harvard.edu/digitalhumanities,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",No cost
Text Analysis Support,"[""Processing; Analysis""]",Consultations and advice on text analysis and text mining,Digital Scholarship Support Group,dssg@fas.harvard.edu,Digital Scholarship Support Group Standing Committee,https://dssg.fas.harvard.edu/initiatives/research/,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",No cost
Text Analysis Support,"[""Processing; Analysis""]","Consultations and workshops on performing text mining in an East Asian language generally, on request.",Japan Digital Research Center,"Matsuura, Katherine K. <kmatsuura@fas.harvard.edu>",Japan Digital Research Center,https://projects.iq.harvard.edu/jdrc,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Graduate Students""]",No Cost
Text Analysis Support,"[""Processing; Analysis""]","Consultations and advice for individuals want to perform text mining on song lyrics, focusing on tools available and referrals to specialized support. We provide information and will recommend relevant resources and contacts as needed.",Loeb Music Library,muslib@fas.harvard.edu,Loeb Music Library,https://library.harvard.edu/libraries/loeb-music,"[""FAS""]","[""Faculty; Graduate Students""]",No Cost
Text Analysis Support,"[""Processing; Analysis""]","Individual and small group consultations to members of the Longwood Medical Area community who want to perform text mining, focusing on tools available and referrals to specialized support.",Countway Library,julie_goldman@hms.harvard.edu,Julie Goldman,https://countway.harvard.edu/services/publishing-data-services/data-services,"[""HMS; HSDM; HSPH""]","[""Faculty; Staff; Graduate Students""]",No cost
Text Analysis Support,"[""Processing; Analysis""]","Consultations and referrals for text curation, corpus creation, and analysis.",Gutman Library,Carol Kentner (carol_kentner@gse.harvard.edu),Carol Kentner,,"[""HGSE""]","[""Faculty; Staff; Graduate Students""]",No cost
Text Analysis Support,"[""Processing; Analysis""]","Individual and small group consultations to members of the HKS community who want to perform text mining, focusing on tools available, data sources, and referrals to specialized support.",Harvard Kennedy School Library,library_research@hks.harvard.edu,Christina Sirois,,"[""HKS""]","[""Faculty; Graduate Students""]",No cost
Text Analysis Support,"[""Processing; Analysis""]","Text analysis consultations and assistance for faculty and students, including support for some text and data mining tools",Harvard Law School Library,"Michelle Pearse, mpearse@law.harvard.edu",Research Services,http://asklib.law.harvard.edu,"[""HLS""]","[""Faculty; Graduate Students""]",No cost
Visual Eloquence: A Participatory Workshop on Creating Effective Data Visualizations,"[""Visualization""]","Visual Eloquence is a participatory workshop on visualizing data and understanding the powerful role it plays in analysis and presentation for digital scholarship. You will learn some fundamentals principles for presenting data and work with others to put them into action. The workshop will feature brief presentations, a small-group exercise working with a dataset and visualization tools to create a visual presentation, and a discussion.",Digital Scholarship Support Group,dssg@fas.harvard.edu,Digital Scholarship Support Group Standing Committee,https://dssg.fas.harvard.edu/event/viselo-summer-2020/,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",No cost
Data Security Support,"[""Data Security""]","Consultations and/or instruction on ensuring data security during the research lifecycle, including compliance with University policies.",Harvard Kennedy School Library,library_research@hks.harvard.edu,Christina Sirois,https://guides.library.harvard.edu/hks/data_resources,"[""HKS""]","[""Faculty""]",No cost
Best Practices for Biomedical Research Data Management,"[""Research Data Management""]","Hosted on Canvas Network, the course presents approximately 20 hours of self-paced content. Each of the nine modules is dedicated to a specific component of data management best practices, and includes video lectures, presentation slides, readings & resources, research teaching cases, interactive activities, and concept quizzes.
 Course is aimed at a broad audience including librarians, biomedical researchers, undergraduate and graduate biomedical students, and all other interested individuals.",Harvard Library Research Data Management Program,julie_goldman@harvard.edu,Julie Goldman,Best Practices for Biomedical Research Data Management,"[""Public""]","[""Faculty; Staff; Graduate Students; Undergraduates; Public""]",No cost
Carpentries Training,"[""Research Data Management""]","Carpentries Lessons and Workshop Courses. Upon request of Harvard teams, departments, and groups, members of the HL-RDM will work to organize and/or provide in-person or online Carpentries (https://carpentries.org) trainings. Costs for this service vary; some trainings may be free, others will require support for instructor travel-related expenses. Additionally we offer Free Online videos on a variety of research data management topics, including creating data management plans (DMPs) and working with biomedical data.",Harvard Library Research Data Management Program,hl_dsi_rdm@harvard.edu,Ceilyn Boyd,"https://hlrdm.library.harvard.edu
 Library Webinars and Explainers","[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",Yes
Carpentries Training,"[""Research Data Management""]","In association with members of the Harvard Library Research Data Management Program (HL-RDM), organize and/or deliver Carpentries Lessons and Workshop Courses (e.g. lessons drawn provided by the Data Carpentry, Library Carpentry, or Software Carpentry curricula) with specific relation to the Biodiversity Heritage Library",Botany Libraries,botref@oeb.harvard.edu,Diane Rielinger,https://huh.harvard.edu/libraries,"[""FAS""]","[""Faculty; Staff; Graduate Students""]",Yes
Copyright and Intellectual Property Support,"[""Research Data Management""]","Assist researchers with issues and questions on copyright and fair use. Help can be 1:1, virtually, and at no cost. Additionally can provide group instruction to introduce/clarify the concepts of copyright and fair use. Group instruction, virtually, and at no cost.",Office for Scholarly Communication,osc@harvard.edu,Office for Scholarly Communication,https://osc.hul.harvard.edu/programs/copyright/first-responders/,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",No Cost
Copyright and Intellectual Property Support,"[""Research Data Management""]",Consultations and workshops on copyright and intellectual considerations associated with image data,Fine Arts Library,"Jessica Evans Brady, Research and Collections Librarian, falibref@fas.harvard.edu","Jessica Evans Brady, Research and Collections Librarian",,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",No cost
Copyright and Intellectual Property Support,"[""Research Data Management""]","Advise on copyright for archives, images and published works. Direct patron to resources for making informed decisions.",Botany Libraries,botref@oeb.harvard.edu,Danielle Castronovo,https://huh.harvard.edu/libraries,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",No Cost
Copyright and Intellectual Property Support,"[""Research Data Management""]",Consultations on copyright and intellectual considerations associated with image data,Frances Loeb Library,Bruce Boucek; bboucek@gsd.harvard.edu,Bruce Boucek,https://ogc.harvard.edu/pages/copyright-and-fair-use,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",No cost
Copyright and Intellectual Property Support,"[""Research Data Management""]",Consultations on a wide variety of topics relating to copyright and intellectual property concerns,Gutman Library,Carol Kentner (carol_kentner@gse.harvard.edu),Carol Kentner,,"[""HGSE""]","[""Faculty; Staff; Graduate Students""]",No cost
Copyright and Intellectual Property Support,"[""Research Data Management""]","Consultations and/or instruction on a wide variety of topics relating to copyright and intellectual property concerns, inclusive of but not limited to Open Data, open access, and Open Publishing",Harvard Kennedy School Library,library_research@hks.harvard.edu,Christina Sirois,https://guides.library.harvard.edu/hks/data_resources,"[""HKS""]","[""Faculty; Graduate Students""]",No cost
Data %26 Donuts,"[""Research Data Management""]",A semi-monthly learning and discussion group that offers a welcoming space to engage critically with issues of data and society.,Harvard Kennedy School Library,library_research@hks.harvard.edu,Alessandra Seiter,https://guides.library.harvard.edu/hks/data_resources,"[""HKS""]","[""Faculty; Graduate Students""]",No cost
Data Resources for HKS Affiliates,"[""Research Data Management""]","A Libguide that serves as a direct resource and conduit for the data needs of the HKS community, including in the areas of research data management, research computing, data access, and data licensing.",Harvard Kennedy School Library,library_research@hks.harvard.edu,"Daniel Becker, Alessandra Seiter",https://guides.library.harvard.edu/hks/data_resources,"[""HKS""]","[""Faculty; Staff; Graduate Students""]",No cost
Data Sharing and Publishing Support,"[""Publishing""]","Assist researchers with issues in open access, publishing licensing/contracts, could include assisting researchers in starting an open-access ‚Äúoverlay‚Äù journal, flipping a for-profit journal to open-access, Help can be 1:1, virtually, and at no cost.",Office for Scholarly Communication,osc@harvard.edu,Office for Scholarly Communication,https://osc.hul.harvard.edu/,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",No Cost
Digital and Data Projects Support,"[""Research Data Management""]","We offer individual consultations and instruction for researchers engaged in projects involving new digital methods for the study of China‚Äôs past and present. The scope of services varies, year-to-year, depending upon staff availability.",Fairbank Center for Chinese Studies,Kwok-leong Tang; kwokleongtang@fas.harvard.edu,Digital China Initiative,,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",No Cost
Digital and Data Projects Support,"[""Research Data Management""]","Provide generalized support for digital and data projects inclusive of, but not limited to, Japan and our digital archive platforms.",Japan Digital Research Center,"Matsuura, Katherine K. <kmatsuura@fas.harvard.edu>",Japan Digital Research Center,https://projects.iq.harvard.edu/jdrc,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Graduate Students""]",No Cost
Digital and Data Projects Support,"[""Research Data Management""]","We offer individual consultations for researchers engaged in projects involving new digital methods, including but not limited to open source geospatial, visualization, and data tools",Frances Loeb Library,Bruce Boucek; bboucek@gsd.harvard.edu,Bruce Boucek,,"[""GSD""]","[""Faculty; Staff; Graduate Students""]",No cost
DMPTool,"[""Research Data Management""]",DMPTool is an online tool available to help you create and share your data management plans to meet funder requirements and as a best practice for managing your data. DMPTool provides step-by-step guidance for creating your own DMP and includes templates and sample plans to help you address requirements specific to Harvard and your funding sources.,Harvard Library Research Data Management Program,dmptool_support@harvard.edu,Ceilyn Boyd,https://dmptool.org,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",No cost
Fundamentals of Digital Scholarship,"[""Research Data Management""]","This two-day seminar is designed to introduce participants to the core stages of digital scholarship‚Äôs research workflow: the acquisition, manipulation, analysis, and presentation of data. The seminar is intended to serve as a springboard for students, faculty, and staff who wish to explore the potential of digital scholarship. It provides a solid foundation from which participants can continue to develop these skills, whether on their own or through a series of advanced, subject-specific follow-up seminars currently in development.",Digital Scholarship Support Group,dssg@fas.harvard.edu,Digital Scholarship Support Group Standing Committee,https://dssg.fas.harvard.edu/initiatives/literacy/,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",No cost
Grant Reporting Support,"[""Research Administration""]",Consultation and Instruction for Grant Reporting Compliance,Countway Library,julie_goldman@hms.harvard.edu,Julie Goldman,,"[""HMS; HSDM; HSPH""]","[""Faculty; Staff; Graduate Students""]",No cost
Open Access Tracking Project,"[""Research Data Management""]",OATP is a crowd-sourced social-tagging project running on free software to capture new developments on open access to research and open data. Free: http://tagteam.harvard.edu/hubs/oatp/items,Office for Scholarly Communication,osc@harvard.edu,Office for Scholarly Communication,http://tagteam.harvard.edu/hubs/oatp/items,"[""Public""]","[""Faculty; Staff; Graduate Students; Undergraduates; Public""]",No Cost
ORCiD @ CfA,"[""Research Data Management""]","ORCiD¬Æ (Open Researcher and Contributor ID) iDs are persistent identifiers for researchers. This author identification tool is an effort that is being supported by libraries, publishers, and funders to help connect researchers to their works. Some publishers and funders already require ORCiD iDs, and many others will soon join them. Wolbach Library is collecting CfA ORCiDs to build a repository of CfA-affiliated research. Create and share your ORCiD profile with us in 3 easy steps.",Wolbach Library,library@cfa.harvard.edu,Daina Bouquin,https://orcid.wolba.ch/,"[""Public""]","[""Faculty; Staff; Graduate Students; Undergraduates; Public""]",No Cost
Project Health Informationist,"[""Research Data Management""]","Embedding a data services librarian as a health informationist in your project. Services that they can provide are wide array of RDM services that include but not limited to: data finding and acquisition, metadata creation, and ontology management. These services are available to biomedical researchers within the context of projects conducted by members of the Longwood Medical Area community and require funding provided by the project (e.g. grant sources).",Countway Library,julie_goldman@hms.harvard.edu,Julie Goldman,https://countway.harvard.edu/services/publishing-data-services/data-services,"[""HMS; HSDM; HSPH""]","[""Faculty; Staff; Graduate Students""]",Yes
protocols.io Platform,"[""Research Data Management""]","protocols.io is a collaborative platform and preprint server for methods and protocols. protocols.io allows you to create step-by-step detailed, interactive and dynamic protocols that can be run on mobile or web. This platform is useful for researchers in any discipline that uses a step-by-step methodology. Using the Premium version of protocols.io, you can share your protocols privately with labmates and collaborators, or publish them publicly with a DOI.",Countway Library,julie_goldman@hms.harvard.edu,Julie Goldman,https://countway.harvard.edu/services/publishing-data-services/data-services,"[""HMS; HSDM; HSPH""]","[""Faculty; Graduate Students""]",No cost
Research Data Management Lifecycle Online Training,"[""Research Data Management""]","Online training resources (e.g. RDM videos, tutorials) for members of the Longwood Medical Area biomedical community.",Countway Library,julie_goldman@hms.harvard.edu,Julie Goldman,https://countway.harvard.edu/services/publishing-data-services/data-services,"[""HMS; HSDM; HSPH""]","[""Faculty; Staff; Graduate Students""]",No cost
Research Data Management Lifecycle Support,"[""Research Data Management""]",General resources and training about images and the research data lifecycle,Fine Arts Library,"William Connor, Visual Resources Librarian, wsconnor@fas.harvard.edu","William Connor, Visual Resources Librarian",https://library.harvard.edu/collections/digital-images-and-slides-collection,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",No cost
Research Data Management Lifecycle Support,"[""Research Data Management""]","Research data management support for members of the Longwood Medical Area community. Support services include: 1) In-person and online instruction on research data management topics (e.g. Responsible Conduct in Research and Scientific Rigor and Reproducibility, and Metadata standards); 2) Consultations on the RDM planning process, including data management plan review. 3) Individual and small group consultations to members of the Longwood Medical Area community about platforms for management research projects such as Open Science Framework and Electronic Lab Notebooks.",Countway Library,julie_goldman@hms.harvard.edu,Julie Goldman,https://countway.harvard.edu/services/publishing-data-services/data-services,"[""HMS; HSDM; HSPH""]","[""Faculty; Staff; Graduate Students""]",No cost
Research Data Management Lifecycle Support,"[""Research Data Management""]",Consultations and trainings about research data management plans for faculty and students specific to the research data management lifecycle,Frances Loeb Library,Bruce Boucek; bboucek@gsd.harvard.edu,Bruce Boucek,https://guides.library.harvard.edu/gsd/gis/software,"[""GSD""]","[""Faculty; Staff; Graduate Students""]",No cost
Research Data Management Lifecycle Support,"[""Research Data Management""]","Consultations about content management, digital asset management, and data management services",Gutman Library,Lindsay Whitacre lindsay_whitacre@gse.harvard.edu,Lindsay Whitacre,,"[""HGSE""]","[""Faculty; Staff; Graduate Students""]",No cost
Research Data Management Lifecycle Support,"[""Research Data Management""]","For consultations or support on specific questions and projects: HKS Library %26 Knowledge Services serves as a direct resource and conduit for the data needs of the HKS community, including in the areas of research data management, research computing, data access, and data licensing.",Harvard Kennedy School Library,library_research@hks.harvard.edu,Christina Sirois,https://guides.library.harvard.edu/hks/data_resources/home,"[""HKS""]","[""Faculty; Graduate Students""]",No cost
Research Data Management Lifecycle Support,"[""Research Data Management""]",Consultations and trainings about research data management plans for faculty and students specific to the research data management lifecycle for geospatial data,Harvard Map Collection,maps@harvard.edu,Bonnie Burns,,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",No cost
Research Design,"[""Research Data Management""]",Baker Library can help you in the early stages of a research project to test your concepts and streamline your research process or computer programs. We provide full service Research Design assitance to HBS Faculty.,Baker Library,"Baker Research Services (BRS)
 Alex Caracuzzo, Senior Manager, Baker Research Services
 acaracuzzo@hbs.edu",Alex Caracuzzo,https://www.library.hbs.edu/Services/Data-Analysis,"[""HBS""]","[""Faculty""]",Yes
Research Design Support,"[""Research Data Management""]",Baker Library can help you in the early stages of a research project to test your concepts and streamline your research process or computer programs. We provid consultations to HBS Faculty and students,Baker Library,"Baker Research Services (BRS)
 Alex Caracuzzo, Senior Manager, Baker Research Services
 acaracuzzo@hbs.edu",Alex Caracuzzo,https://www.library.hbs.edu/Services/Data-Analysis,"[""HBS""]","[""Faculty; Graduate Students""]",No Cost
Research Design Support,"[""Research Data Management""]","Consultations and assistance for faculty and students on research design inclusive of discussions regarding the entire research lifecycle: from identifying testable hypotheses, research design, as well as validity and reliability, to data collection/prep (cleaning, reformatting, merging, scraping) as well as analyzing, visualization and reporting.",Harvard Law School Library,"Arevik Avedian, aavedian@law.harvard.edu",Empirical Research Services,https://hls.harvard.edu/library/empirical-research-services/,"[""HLS""]","[""Faculty""]",No cost
Copyright Guide to Scientific Software,"[""Software Curation""]","Guide written to support copyright-related problem-solving around scientific software. Today, science involves software. And although many scientists understand that their work stands on the shoulders of others, they may not know how copyright affects their rights to use others' software, or how they can publish their software tools so others can use or cite it. The Copyright Guide to Scientific Software, a joint project of the Harvard Cyberlaw Clinic and the Center for Astrophysics, in association with the Software Preservation Network, aims to fill that gap, by providing clear, easy-to-read answers to common questions about how scientific software and copyright interact.",Wolbach Library,library@cfa.harvard.edu,Daina Bouquin,https://zenodo.org/record/3581326%23.X43_KEJKiRs,"[""Public""]","[""Faculty; Staff; Graduate Students; Undergraduates; Public""]",No Cost
Research Software Archiving and Sharing Support,"[""Software Curation""]",Wolbach Library Librarians provide consultations for patrons who have questions or need assistance with sharing and archiving research software.,Wolbach Library,library@cfa.harvard.edu,Daina Bouquin,https://library.cfa.harvard.edu/about%23widget-3,"[""Public""]","[""Faculty; Staff; Graduate Students; Undergraduates; Public""]",No Cost
Cluster computing,"[""Processing; Analysis""]","Doing computations at scale allows a researcher to test many different variables at once, thereby shorter time to outcomes, and also provides the ability to ask larger, more complex problems(i.e., larger data sets, longer simulation time, more degrees of freedom, etc.).  Researchers can take advantage of the scale of the cluster by setting up workflows to split many different tasks into large batches, which are scheduled across the cluster at the same time.",Faculty of Arts and Sciences Research Computing,rchelp@rc.fas.harvard.edu,FASRC,https://www.rc.fas.harvard.edu/fairshare/,"[""FAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",None
Cluster computing,"[""Processing; Analysis""]","Doing computations at scale allows a researcher to test many different variables at once, thereby shorter time to outcomes, and also provides the ability to ask larger, more complex problems(i.e., larger data sets, longer simulation time, more degrees of freedom, etc.).  Researchers can take advantage of the scale of the cluster by setting up workflows to split many different tasks into large batches, which are scheduled across the cluster at the same time.",Institute of Quantitative Social Science,help@iq.harvard.edu,IQSS,https://www.iq.harvard.edu/research-computing,"[""FAS; HGSE""]","[""Faculty; Staff; Graduate Students""]",Cost of server plus nominal hosting fee (for dedicated cluster resources)
Cluster computing,"[""Processing; Analysis""]","Doing computations at scale allows a researcher to test many different variables at once, thereby shorter time to outcomes, and also provides the ability to ask larger, more complex problems(i.e., larger data sets, longer simulation time, more degrees of freedom, etc.).  Researchers can take advantage of the scale of the cluster by setting up workflows to split many different tasks into large batches, which are scheduled across the cluster at the same time.",Harvard Business School Research Computing,research@hbs.edu,HMSRC,https://grid.rcs.hbs.org/,"[""HBS""]","[""Faculty; Staff; Graduate Students""]",None
Cluster computing,"[""Processing; Analysis""]","Doing computations at scale allows a researcher to test many different variables at once, thereby shorter time to outcomes, and also provides the ability to ask larger, more complex problems(i.e., larger data sets, longer simulation time, more degrees of freedom, etc.).  Researchers can take advantage of the scale of the cluster by setting up workflows to split many different tasks into large batches, which are scheduled across the cluster at the same time.",Harvard Medical School Research Computing,Contact Amir Karger at rchelp@hms.harvard.edu,HMSRC,https://it.hms.harvard.edu/our-services/research-computing,"[""HMS; HSDM; HSPH""]","[""Faculty; Staff; Graduate Students""]",None
Design Computing,"[""Processing; Analysis""]","The Computer Resources Group (CRG) maintains an environment in which information technology is available and easily accessible to serve all the members of the GSD community. We manage a complex computer network, supporting primarily Windows and Macintosh operating systems, providing a variety of services to students for required course work and independent study, as well as staff, faculty, and visitors for work and research.",Harvard Graduate School of Design,helpdesk@gsd.harvard.edu,HGSD,https://www.gsd.harvard.edu/resources/design-computing-at-the-gsd/,"[""GSD""]","[""Faculty; Staff; Graduate Students""]",TBD
Augmented and Virtual Reality Support,"[""Processing; Analysis""]","Computer Resources, Media Services and Loeb Library are collaborating to make available more and easier access to hardware and space for Augmented and Virtual Reality (AR / VR) explorations at the GSD.",Harvard Graduate School of Design,arvr@gsd.harvard.edu,HGSD,https://www.gsd.harvard.edu/computer-resources-group/augmented-virtual-reality-arvr/,"[""GSD""]","[""Faculty; Staff; Graduate Students""]",None
Data Center Hosting,"[""Storage""]","Hosting services provide a secure, environmentally controlled data center space with redundant power and network feeds. This allows researchers to not have to house computer equipment such servers and storage within their lab spaces.",Faculty of Arts and Sciences Research Computing,rchelp@rc.fas.harvard.edu,FASRC,https://www.rc.fas.harvard.edu/services/data-center-hosted-systems/,"[""FAS""]","[""Faculty""]",https://www.rc.fas.harvard.edu/policy/billing-faq/
Database Services,"[""Processing; Storage""]","FASRC currently hosts the following databases for research use: MySQL, PostgresDB, MOngoDB, MariaDB; which are available to the cluster or virtual machine services.  All data schema is defined by the researchers, FASRC Systems Engineering only creates the databases for the researcher",Faculty of Arts and Sciences Research Computing,rchelp@rc.fas.harvard.edu,FASRC,https://www.rc.fas.harvard.edu/,"[""FAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",None
Database Services,"[""Processing; Storage""]","HBS currently hosts the following databases for research use: MariaDB, which are available to the cluster or virtual machine services.  All data schema is defined by the researchers, HBS RCS only creates the databases for the researcher.",Harvard Business School Research Computing,Contact Bob Freeman at research@hbs.edu,HMSRC,https://grid.rcs.hbs.org/,"[""HBS""]","[""Faculty; Staff; Graduate Students""]",None
Database Services,"[""Processing; Storage""]","HMS RC provides databases to researchers which are generally used either as part of research conducted on O2 or to back an HMS-hosted website. 

The HMS database service is not intended for an enterprise service and only has limited resources deployed based on research needs. Service is not load balanced nor high availability which can limit other users if the database server load is high. Database backups or table snapshots can be provided and stored in a backup system if users work with RC and the HMS DevOps team. Typically, open source or open license databases (MySQL or PostgreSQL) are provided. Database size is dependent on resource constraints.",Harvard Medical School Research Computing,Contact Amir Karger at rchelp@hms.harvard.edu,HMSRC,,"[""HMS; HSDM; HSPH""]","[""Faculty; Staff; Graduate Students""]",None
Data Science and Research Software Engineering,"[""Processing; Analysis""]","RSE or Data Scientist team can work closely with other Research Computing Systems teams to design, develop, deploy, optimize, and maintain software packages/tools and data pipelines that are paired with specific hardware architectures to accelerate cutting-edge research at Harvard University.",Faculty of Arts and Sciences Research Computing,Contact Mahmood Shad at rchelp@rc.fas.harvard.edu,FASRC,https://www.rc.fas.harvard.edu/consulting-calendar/,"[""FAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",None
Data Science and Research Software Engineering,"[""Processing; Analysis""]","Extended support over the lifecycle of a research project by embedding a data science specialist in your research team. We can design and implement a data analysis pipeline for many stages of your research project, and/or develop a prototype of your research focused software tool.",Institute of Quantitative Social Science,Contact Steve Worthington at help@iq.harvard.edu,IQSS,https://www.iq.harvard.edu/data-science-services,"[""FAS; HGSE; GSD; HBS; HLS; HKS; HMS; HSDM; HSPH; SEAS""]","[""Faculty; Staff; Graduate Students; Undergraduates""]",$100/hr
Data Science and Research Software Engineering,"[""Processing; Analysis""]","RSE or Data Scientist team can work closely with other Research Computing Systems teams to design, develop, deploy, optimize, and maintain software packages/tools and data pipelines that are paired with specific hardware architectures to accelerate cutting-edge research at Harvard University.",Harvard Business School Research Computing,Contact Bob Freeman at research@hbs.edu,HMSRC,,"[""HBS""]","[""Faculty; Staff; Graduate Students""]",None
